title,rent_per_period,rent_period,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,ranter_or_agent_name,time_on_jiji,property_details
1bdrm Apartment in Langata for rent,40000,per month,"Nairobi, Langata",80,1,1,Unfurnished,,682403,False,True,active,/mugumo-ini-langata/houses-apartments-for-rent/1bdrm-apartment-in-langata-for-rent-6adcPI9ljRvVnPlULn4NBYzR.html,,"Nairobi, Langata, 1 hour ago",,Newly-Built,,Property Logic Homes,6 y 1 m on Jiji,"This gorgeous brand new 1 bedroom apartment on the 4th floor in a very secure and quiet apartment complex with adequate supply of water from both nwsc and a borehole on site is up for rent. The apartment complex has high speed elevators and has ample vehicle parking space on the ground floor and basement. 
The apartments have a beautifully laid ceramic tiles, well fitted kitchen and spacious wardrobes. 
Rent is inclusive of service charge and water bills. The apartment is located very close to many social amenities and public transport. There is Wi-Fi connectivity from 3 major ISPs and ample vehicle parking space. Agency fees apply
All viewings are facilitated by client complimentary transportation."
2bdrm Townhouse / Terrace in Hardy for rent,80000,per month,"Karen, Hardy",,2,2,Unfurnished,,3213855,False,True,active,/hardy/houses-apartments-for-rent/2bdrm-townhouse-terrace-in-hardy-for-rent-frIw3FnY3dyI5Oet7xdwKmEC.html,,"Nairobi, Karen, Hardy, 1 hour ago",,,,Greensleeve Property,4 y 4 m on Jiji,2bedroom house gated community of 4 houses all eunsit rent 80k
Furnished 3bdrm Mansion in Karen for rent,110000,per month,"Nairobi, Karen",,3,2,Furnished,,3213855,False,True,active,/karen/houses-apartments-for-rent/furnished-3bdrm-mansion-in-karen-for-rent-jENbhGkXSbeXTUIAAdIcUQib.html,,"Nairobi, Karen, 1 hour ago",,,,Greensleeve Property,4 y 4 m on Jiji,Above is a 3 bedroom wooden cottage located in hardy rent 110k
2bdrm Block of Flats in Hurlingham for Rent,25000,per month,"Kilimani, Hurlingham",,2,1,Unfurnished,,1231583,False,True,active,/hurlingham/houses-apartments-for-rent/2bdrm-block-of-flats-in-hurlingham-for-rent-z37cq9GRiDEtTRxpB50OtbpT.html,,"Nairobi, Kilimani, Hurlingham, 1 hour ago",,,,Nationwide Properties,6 y 1 m on Jiji,Available 2 bedroom flat along Ngong road near the Junction it has spacious rooms fitted with wardrobes and cabinets sparking space secure with water tanks
1bdrm House in Parklands/Highridge for Rent,20000,per month,"Nairobi, Parklands/Highridge",,1,1,Unfurnished,,1231583,False,True,active,/parklands-highridge/houses-apartments-for-rent/1bdrm-house-in-parklands-highridge-for-rent-b0DamuiWOpULgsqpSolUwzmw.html,,"Nairobi, Parklands/Highridge, 1 hour ago",,,,Nationwide Properties,6 y 1 m on Jiji,Available one bedroom extension with parking located in Parklands area near the Shopping Centre
Yaya Centre One Bedroom Flat For Rent,35000,per month,"Kilimani, Hurlingham",,1,1,Unfurnished,,1231583,False,True,active,/hurlingham/houses-apartments-for-rent/yaya-centre-one-bedroom-flat-for-rent-rUD71rTVCfrkHtibhiDdSWaO.html,,"Nairobi, Kilimani, Hurlingham, 1 hour ago",,,,Nationwide Properties,6 y 1 m on Jiji,Elegant one bedroom flat available with ample parking space very clean and secure located near Yaya Centre
1bdrm Bedsitter in Buruburu/Prudential for Rent,11000,per month,"Makadara, BuruBuru",1500,1,1,Unfurnished,,1945484,False,True,active,/buruburu/houses-apartments-for-rent/1bdrm-bedsitter-in-buruburu-prudential-for-rent-A7trZIf2PFHwJz4i9UwI650b.html,,"Nairobi, Makadara, BuruBuru, 1 hour ago",buruburu/Prudential estate,Renovated,,Elias Njuguna,6 y on Jiji,Bedsitter in buruburu/ Prudential
Ruai 2br Behind Ruai Shopping Centre.,14000,per month,"Nairobi, Ruai",,2,1,Unfurnished,,1945484,False,True,active,/ruai/houses-apartments-for-rent/ruai-2br-behind-ruai-shopping-centre-mlk1HgzSGbDj5CBK1Vid6QFO.html,,"Nairobi, Ruai, 1 hour ago",,,,Elias Njuguna,6 y on Jiji,"Ruai 2bedroom appartmemt, tiled floor, available 2br from ground floor to 4th floor , location behind ruia shopping centre ""quick mart supermarket"" few metre."
3bdrm Apartment in Nyali for Rent,45000,per month,"Mombasa, Nyali",,3,2,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-x5GyfKhbIh4yFxnviZkHFBLz.html,,"Mombasa, Nyali, 1 hour ago",,,,SAFI REEF HOMES,6 y 1 m on Jiji,"3 bedroom with master en-suite, beautiful finishing to let in nyali just along links road and next to premier hospital, all the best amenities within your disposal, rent inclusive of service charge. Ready for May 2022"
3bdrm Apartment in Nyali for Rent,46000,per month,"Mombasa, Nyali",,3,2,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-35nig2drNcdRBp4NTG3bYmqu.html,,"Mombasa, Nyali, 1 hour ago",,,,SAFI REEF HOMES,6 y 1 m on Jiji,"3 bedroom master en-suite, with parking space up to 3 cars, borehole water is available, security is 24/7, close to all the good schools around and a shopping centre close by is a walk away. the rent is inclusive of service charge"
"One Bedrooms South B at 21,000/=All Inclusive",21000,,"Nairobi, South C",,1,1,Unfurnished,,1983245,False,True,active,/south-c/houses-apartments-for-rent/one-bedrooms-south-b-at-21-000-all-inclusive-nHpzo3bd900QoUQsRdwrUlOR.html,,"Nairobi, South C, 1 hour ago",,Newly-Built,,Maryanne Ndumia,5 y 11 m on Jiji,"One bedrooms South B in a gated community. Has ample parking with security guard though out, countinous water flow and has enough light. For more details and to book viewing call Maryanne."
Furnished 1bdrm Apartment in Kilimani for Rent,110000,per month,"Nairobi, Kilimani",2111,1,1,Furnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/furnished-1bdrm-apartment-in-kilimani-for-rent-kl1vksWew4vn23DkOKduJVk5.html,,"Nairobi, Kilimani, 1 hour ago",kilimani,Newly-Built,,derick otieno,5 y 2 m on Jiji,"Specious one bedroom fully furnished apartment with all the amenities. the price is inclusive of service charge,water, electrical fence, swimming pool,jim."
2bdrm Apartment in Kilimani for Rent,55000,per month,"Nairobi, Kilimani",1234,2,1,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/2bdrm-apartment-in-kilimani-for-rent-kf3MphnpVWZpcdXtq0pYyHVU.html,,"Nairobi, Kilimani, 1 hour ago",,Newly-Built,,derick otieno,5 y 2 m on Jiji,Executive two bedroom with good security and water
1bdrm Apartment in Kilimani for rent,55000,per quarter,"Nairobi, Kilimani",1234,1,1,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/1bdrm-apartment-in-kilimani-for-rent-uJkHNdOuGjlrJhnq3JID8r4g.html,,"Nairobi, Kilimani, 1 hour ago",kilimani,Newly-Built,,derick otieno,5 y 2 m on Jiji,"Executive one bedroom to let in kilimani ready for occupation fitted with life, jim , swimming pool , borehole water and electical fence."
2bdrm Apartment in Woodley Estate for rent,28000,per month,"Jamhuri, Woodley Estate",70,2,1,Unfurnished,,682403,False,True,active,/woodley-estate/houses-apartments-for-rent/2bdrm-apartment-in-woodley-estate-for-rent-Bxcl2BsaanVRBgo9FKIs28G8.html,,"Nairobi, Jamhuri, Woodley Estate, 1 hour ago",,Renovated,,Property Logic Homes,6 y 1 m on Jiji,"This cosy 2 bedroom apartment with separate bathroom and toilet in a very secure and quiet apartment complex with adequate supply of water and ample vehicle parking space is up for rent.
The apartment is only 300 metres from ngong road and has easy access to public transport, schools and many social amenities.
The apartment is available for rent immediately.
It has WiFi connectivity from 3 major ISPs and rent is inclusive of service charge.
Please call us on"
3bdrm Bungalow in Karen Karen for Rent,110000,per month,"Karen, Karen C",500,3,4,Unfurnished,,3213855,False,True,active,/karen-c/houses-apartments-for-rent/3bdrm-bungalow-in-karen-karen-for-rent-BeoOAQ3M9PtZ8bSDcPqVRPrQ.html,,"Nairobi, Karen, Karen C, 1 hour ago",Karen Karen,Renovated,,Greensleeve Property,4 y 4 m on Jiji,3bedrooms colonial bangalow for rent Karen very spacious spacious rooms rooms all eunsit rent
6bdrm Maisonette in Karen Plan for Rent,250000,per month,"Nairobi, Karen",500,6,5,Unfurnished,,3213855,False,True,active,/karen/houses-apartments-for-rent/6bdrm-maisonette-in-karen-plan-for-rent-By6JxzRroXPk6Df4wK9hCm6w.html,,"Nairobi, Karen, 1 hour ago",Karen plan,Old,,Greensleeve Property,4 y 4 m on Jiji,6bedrooms townhouse gated community of 9 houses dsq for 2 Karen plans on half acre rent 250k
3bdrm Apartment in Parklands/Highridge for rent,55000,per month,"Nairobi, Parklands/Highridge",,3,2,Unfurnished,,1231583,False,True,active,/parklands-highridge/houses-apartments-for-rent/3bdrm-apartment-in-parklands-highridge-for-rent-vc1t8BiCb6APjGlvyeB4x1Gr.html,,"Nairobi, Parklands/Highridge, 1 hour ago",,,,Nationwide Properties,6 y 1 m on Jiji,Parklands 3 bedroom apartment master ensuite gated community it in third Parklands near the Mosque
2bdrm Apartment in State House Area for Rent,60000,per month,"Kilimani, State House Area",,2,1,Unfurnished,,1231583,False,True,active,/state-house-area/houses-apartments-for-rent/2bdrm-apartment-in-state-house-area-for-rent-bjHpLAZhW6eYLfMkfDKPASc4.html,,"Nairobi, Kilimani, State House Area, 1 hour ago",,,,Nationwide Properties,6 y 1 m on Jiji,2 bedroomed apartment on state house road for rent the apartment is in good condition it has spacious rooms wooden floor and well maintained compound
Spacious Bedsitter In Kilimani,23000,per month,"Nairobi, Kilimani",,1,1,Unfurnished,,1231583,False,True,active,/kilimani/houses-apartments-for-rent/spacious-bedsitter-in-kilimani-coZkZddJPicbcWYVFwi3f1CH.html,,"Nairobi, Kilimani, 1 hour ago",,,,Nationwide Properties,6 y 1 m on Jiji,The bedsitter is located in Kilimani walking distance to Yaya Centre the compound is very secure with parking space
4bdrm Apartment in Nyali for rent,52500,,"Mombasa, Nyali",,4,3,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/4bdrm-apartment-in-nyali-for-rent-rmZS0h4S6Qgy2JUyoOgvSomY.html,,"Mombasa, Nyali, 1 hour ago",,,,SAFI REEF HOMES,6 y 1 m on Jiji,"This magnificent 3 bedroom house is strategically situated in nyali, with an extra room for nanny. The rooms a exquisitely spacious, borehole water, token, ample parking on the ground floor for 2 cars, shopping centre is a drive a way and it’s about 10mins walk to the beach. Public and international schools are 5 mins drive a way"
3bdrm Apartment in Nyali for Rent,40000,per month,"Mombasa, Nyali",,3,2,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-u9138W7K07sdNEhBENhyfszr.html,,"Mombasa, Nyali, 1 hour ago",,,,SAFI REEF HOMES,6 y 1 m on Jiji,"3 bedroom plus servant quarter to let in links road, ample parking, borehole, security 24/7, waking distance to the main road.rent inclusive of service charge"
3bdrm Mansion in Nairobi West for Rent,55000,per month,"Nairobi, Nairobi West",,3,3,Unfurnished,,2891931,False,True,active,/nairobi-west/houses-apartments-for-rent/3bdrm-mansion-in-nairobi-west-for-rent-xo2GEHfeGZ9gciXL3wLvs1yr.html,,"Nairobi, Nairobi West, 1 hour ago",Nairobi west,Renovated,,Mary Shiro,4 y 8 m on Jiji,A well renovated Mainhouse in a gated community
4bdrm Apartment in Parklands for Rent,150000,per month,"Nairobi, Parklands/Highridge",300,4,4,Unfurnished,,2891931,False,True,active,/parklands-highridge/houses-apartments-for-rent/4bdrm-apartment-in-parklands-for-rent-5xlXNElgky51NiuBLVqU1tw0.html,,"Nairobi, Parklands/Highridge, 1 hour ago",parklands,Newly-Built,,Mary Shiro,4 y 8 m on Jiji,Spacious modern 4bedrooms wit
4bdrm Maisonette in Kitengela for Rent,45000,per month,"Kajiado, Kitengela",195,4,3,Unfurnished,,1977193,False,True,active,/kitengela/houses-apartments-for-rent/4bdrm-maisonette-in-kitengela-for-rent-kIFDB9utsf9EHH1yZYxiMdKR.html,,"Kajiado, Kitengela, 1 hour ago",Kitengela,Newly-Built,,Property By Fridah,5 y 11 m on Jiji,"4 BEDROOM TOWNHOUSE TO LET 
 Price Guide Ksh 45,000
 FEATURES : 
 Spacious Kitchen with fitted Cabinets 
 Provision for Intercom, Internet and satellite TV 
 High-quality Ceramic tiles flooring 
 Spacious living room 
 Master Balcony 
 Borehole Water Supply 24/7 
 Granite kitchen tops with MDF wardrobes 
 Ample parking 
 Built up area; 195m2 
 Master Ensuite 
 Built-in wardrobes in all bedrooms 
 Open plan kitchen 
 1KM off the Tarmac
 Call"
4bdrm Maisonette in BuruBuru for Rent,55000,per month,"Makadara, BuruBuru",,4,3,Unfurnished,,2313972,False,True,active,/buruburu/houses-apartments-for-rent/4bdrm-maisonette-in-buruburu-for-rent-kTYt7ymSRG2wT6VOwJhuCe7b.html,,"Nairobi, Makadara, BuruBuru, 1 hour ago",,Renovated,,Joshua Kibe,5 y 4 m on Jiji,Very very spacious 4 bedroom house house to Let in BuruBuru state of the art and tasteful finish. Has a very big compound one can do chicken farming... for more information call
3bdrm Bungalow in Karen for Rent,160000,per month,"Nairobi, Karen",100,3,3,Unfurnished,,3213855,False,True,active,/karen/houses-apartments-for-rent/3bdrm-bungalow-in-karen-for-rent-3iSM66xWf1SYADAFIrRJQ079.html,,"Nairobi, Karen, 2 hours ago",,Newly-Built,,Greensleeve Property,4 y 4 m on Jiji,3bedrooms twon houses gated community 2 houses karen
"1bdrm Apartment in Blue Valley Estate, Central Ward for rent",9000,per month,"Embu, Central Ward",125,1,1,Unfurnished,,4175377,False,True,active,/central-ward/houses-apartments-for-rent/1bdrm-apartment-in-blue-valley-estate-central-ward-for-rent-e1RSftADLSisOSsdc9xNtMw.html,,"Embu, Central Ward, 2 hours ago",Blue Valley estate,Fairly Used,,LavenderProperties,3 y 3 m on Jiji,"Strategically located near the Superhighway at Kiambuthi, Blue valley estate off the County offices, standsout Emidan Apartment suitable for first time renter or student living. Only two remaining units provide comfortable space with a closed kitchen. Its interior has been well finished; fully tiled and in-built closet. Other Features include:- 
Ample water supply
Internet available
Ample parking space
Balcony"
Parklands Spacious Studio for Rent,20000,per month,"Nairobi, Parklands/Highridge",,1,1,Unfurnished,,1231583,False,True,active,/parklands-highridge/houses-apartments-for-rent/parklands-spacious-studio-for-rent-ziB8AoR69zuRitHW97u9DBwC.html,,"Nairobi, Parklands/Highridge, 2 hours ago",,,,Nationwide Properties,6 y 1 m on Jiji,Well maintained studio available in parklands for rent it is in a clean compound with parking space
"2bdrm Apartment in Kiamumbi, Nairobi Central for rent",24000,per month,"Nairobi, Nairobi Central",250,2,1,Unfurnished,,1250869,False,True,active,/nairobi-central/houses-apartments-for-rent/2bdrm-apartment-in-kiamumbi-nairobi-central-for-rent-mPI1RgwUWqQkDrHFS0SCj10P.html,,"Nairobi, Nairobi Central, 2 hours ago",Kiamumbi,Newly-Built,,Peter M Ndungu,6 y 1 m on Jiji,"Newly built flat to let consisting of modern two bedrooms( master ensuite)and one bedrooms apartments(,000) with balconies, parking,plenty of water, prepaid tokens,tight security,few meters from kamiti road"
4bdrm Penthouse in Membley for rent,80000,per month,"Ruiru, Membley Estate",,4,3,Unfurnished,,1945484,False,True,active,/membley-estate/houses-apartments-for-rent/4bdrm-penthouse-in-membley-for-rent-znMNNAi3HHap53egcVMnU8sG.html,,"Kiambu, Ruiru, Membley Estate, 2 hours ago",Membley,,,Elias Njuguna,6 y on Jiji,"4bedroom, 3ensuite , tiled floor, gated communities, perimeter fence."
Spacious 2apartments Riara Road To Let,45000,per month,"Nairobi, Lavington",118,2,2,Unfurnished,,2816937,False,True,active,/lavington/houses-apartments-for-rent/spacious-2apartments-riara-road-to-let-upfYSMnqNHJWv9VLJzC5yx7y.html,,"Nairobi, Lavington, 2 hours ago",,Renovated,,Patrick Keyonzo,4 y 9 m on Jiji,"Spacious 2bedroomed apartments ensuite in lavington offe riara road close makini schools.
They are designed well, very few in the compound, well ventilated and good lighting system.
Easy access to ngong 
 and agwings kodhek road.
The apartments are stragically positioned close to very popular shopping malls, hospitals, learning institutions,banks, sports clubs with excellent road network.
They are very secure and enclosed within a friendly neighborhood..
Amenities
-borehole.
-fresh water from the city county.
-24hr on call security guards.
- optic data and central dstv connection
-enough water storage tanks."
3bdrm Maisonette in Nyali for rent,115000,,"Mombasa, Nyali",2500,3,2,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-maisonette-in-nyali-for-rent-sDC7JL0MB8EyDuFsIMkr3chE.html,,"Mombasa, Nyali, 2 hours ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji,"3 bedroom Maisonnette plus self contained Servant quarter, the property has a swimming pool in the backyard and well manicured garden. Parking can hold 6 cars. The house is secure as it is located in a gated estate along links road.I deal for Airbnb or personal private residence"
3bdrm Apartment in Nyali for Rent,40000,per month,"Mombasa, Nyali",,3,2,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-9WuL3yHwwHKW3lw8HBBRuHDS.html,,"Mombasa, Nyali, 2 hours ago",,,,SAFI REEF HOMES,6 y 1 m on Jiji,"The 3 bedroom is located in a gated community, super secure, borehole water in plenty, close to Major Hospitals, good schools, Malls and beach."
